Code,LocalCode,Name,G0,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,PeerGroup,OptimiserCategory,Type,IRDuration,Hurdle,E-score,S-score,G-score,ESG-score,Controversy-score,Controversy-Items,,Citicode,LastPrice,MarketCap,Exchange,ShortSell%,Date,Basic EPS,Total Revenues,Dividend per Share - Net,Total Assets,Total Liabilities,Growth of Net Income (%),Growth of Net Sales (%),Growth of Free Cash Flow (%),Return on Total Equity (%),Payout Ratio,Total Debt / Total Assets,Net Profit Margin (%),Interest Cover (EBIT)
DSCT.TAE,DSCT,ISRAEL DISCOUNT BANK LTD,Growth,International Shares,Global Shares,Global Shares,Financials,Tel Aviv Stock Exchange,,Israel,ILS,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZTF.TAE,MZTF,MIZRAHI TEFAHOT BANK LTD,Growth,International Shares,Global Shares,Global Shares,Financials,Tel Aviv Stock Exchange,,Israel,ILS,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESLT.TAE,ESLT,ELBIT SYSTEMS LTD,Growth,International Shares,Global Shares,Global Shares,Industrials,Tel Aviv Stock Exchange,,Israel,ILS,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICL.TAE,ICL,ICL GROUP LTD,Growth,International Shares,Global Shares,Global Shares,Materials,Tel Aviv Stock Exchange,,Israel,ILS,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZRG.TAE,AZRG,AZRIELI GROUP LTD,Growth,International Shares,Global Shares,Global Shares,Real Estate,Tel Aviv Stock Exchange,,Israel,ILS,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6702.TKS,6702,FUJITSU LTD,Growth,International Shares,Global Shares,Global Shares,Information Technology,Tokyo Stock Exchange,,Japan,JPY,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8053.TKS,8053,SUMITOMO CORP,Growth,International Shares,Global Shares,Global Shares,Industrials,Tokyo Stock Exchange,,Japan,JPY,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5108.TKS,5108,BRIDGESTONE CORP,Growth,International Shares,Global Shares,Global Shares,Consumer Discretionary,Tokyo Stock Exchange,,Japan,JPY,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8002.TKS,8002,MARUBENI CORP,Growth,International Shares,Global Shares,Global Shares,Industrials,Tokyo Stock Exchange,,Japan,JPY,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6301.TKS,6301,KOMATSU LTD,Growth,International Shares,Global Shares,Global Shares,Industrials,Tokyo Stock Exchange,,Japan,JPY,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4503.TKS,4503,ASTELLAS PHARMA INC,Growth,International Shares,Global Shares,Global Shares,Health Care,Tokyo Stock Exchange,,Japan,JPY,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6857.TKS,6857,ADVANTEST CORP,Growth,International Shares,Global Shares,Global Shares,Information Technology,Tokyo Stock Exchange,,Japan,JPY,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4901.TKS,4901,FUJIFILM HOLDINGS CORP,Growth,International Shares,Global Shares,Global Shares,Information Technology,Tokyo Stock Exchange,,Japan,JPY,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4519.TKS,4519,CHUGAI PHARMACEUTICAL LTD,Growth,International Shares,Global Shares,Global Shares,Health Care,Tokyo Stock Exchange,,Japan,JPY,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
